2025-08-27T13:08:31-06:00 [INFO] sfc_api_production | Fetching minute data at 13:08:31 for 27-Aug-2025 13:07
2025-08-28T21:11:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=09": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:11:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=09 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=09": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.6184ms
2025-08-28T21:11:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=09": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:12:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.3714ms
2025-08-28T21:12:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:12:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:12:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:12:09-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=14.286ms
2025-08-28T21:12:09-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=10": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:13:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.2216ms
2025-08-28T21:13:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:13:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:13:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:13:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.7252ms
2025-08-28T21:13:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=11": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:14:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.8005ms
2025-08-28T21:14:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:14:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=168.5µs
2025-08-28T21:14:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:14:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.2888ms
2025-08-28T21:14:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:15:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.8925ms
2025-08-28T21:15:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:15:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:15:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:15:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.3773ms
2025-08-28T21:15:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:16:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.2329ms
2025-08-28T21:16:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:16:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=7.6266ms
2025-08-28T21:16:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:16:13-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.9989ms
2025-08-28T21:16:13-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:17:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.0007ms
2025-08-28T21:17:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:17:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=207.8µs
2025-08-28T21:17:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:17:09-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.8218ms
2025-08-28T21:17:09-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:18:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.1394ms
2025-08-28T21:18:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:18:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=169.4µs
2025-08-28T21:18:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:18:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=13.7262ms
2025-08-28T21:18:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:19:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.825ms
2025-08-28T21:19:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:19:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:19:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:19:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.0001ms
2025-08-28T21:19:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:20:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.9952ms
2025-08-28T21:20:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:20:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=210.3µs
2025-08-28T21:20:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:20:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.2063ms
2025-08-28T21:20:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:21:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.2171ms
2025-08-28T21:21:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:21:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=174.2µs
2025-08-28T21:21:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:21:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.6865ms
2025-08-28T21:21:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:22:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.4721ms
2025-08-28T21:22:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:22:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:22:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:22:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=8.7287ms
2025-08-28T21:22:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:23:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.6568ms
2025-08-28T21:23:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:23:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:23:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:23:13-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.8029ms
2025-08-28T21:23:13-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:24:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.0005ms
2025-08-28T21:24:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:24:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:24:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:24:09-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.0438ms
2025-08-28T21:24:09-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:25:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.2139ms
2025-08-28T21:25:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:25:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T21:25:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:25:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.0752ms
2025-08-28T21:25:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T21:26:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=24 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=21&minute=24": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.119ms
